"","electrode","chanNo","theta","radius","radianTheta","x","y","amplitude","Times"
"1","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.7748,483.4
"2","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.5512,147.46
"3","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.4183,92.773
"4","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.3114,398.44
"5","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.0749,-136.72
"6","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.5976,-174.8
"7","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,3.2314,169.92
"8","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,0.8867,-66.406
"9","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.3825,108.4
"10","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.9317,421.88
"11","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,0.9266,-107.42
"12","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1075,560.55
"13","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.6138,-116.21
"14","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.6546,225.59
"15","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7029,436.52
"16","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.4607,293.95
"17","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1556,-182.62
"18","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.3707,41.992
"19","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,0.5817,318.36
"20","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4931,526.37
"21","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.3798,422.85
"22","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1528,-127.93
"23","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4369,-188.48
"24","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4562,-198.24
"25","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.9569,460.94
"26","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.8799,121.09
"27","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1154,31.25
"28","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.9288,-12.695
"29","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.232,521.48
"30","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.618,473.63
"31","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.8948,-149.41
"32","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1654,331.05
"33","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.4974,131.84
"34","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.2029,381.84
"35","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,3.0633,-106.45
"36","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.3213,224.61
"37","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.3576,-129.88
"38","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.0161,-97.656
"39","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4255,56.641
"40","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7755,-82.031
"41","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.1811,80.078
"42","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7511,281.25
"43","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.1927,53.711
"44","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.2403,95.703
"45","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4609,-142.58
"46","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.042,301.76
"47","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.8849,-179.69
"48","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.4331,-40.039
"49","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.2081,297.85
"50","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.0877,-96.68
"51","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.9601,552.73
"52","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.1197,489.26
"53","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.0024,-190.43
"54","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.0519,155.27
"55","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.2349,355.47
"56","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.335,16.602
"57","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7622,252.93
"58","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.6068,537.11
"59","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.336,465.82
"60","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.1343,245.12
"61","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7308,150.39
"62","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.7888,-195.31
"63","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.4294,-38.086
"64","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.8142,163.09
"65","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.3332,-71.289
"66","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.3742,148.44
"67","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.598,452.15
"68","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.8236,459.96
"69","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.9046,207.03
"70","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,1.1885,-39.063
"71","F1",4,-23.493,0.27903,-0.410030201171028,-0.111231689343979,0.255900863979949,2.3973,-44.922
"72","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.3103,-9.7656
"73","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,3.3305,502.93
"74","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.4439,126.95
"75","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7246,496.09
"76","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.6965,86.914
"77","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.3919,387.7
"78","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,3.013,-42.969
"79","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.5628,498.05
"80","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8554,186.52
"81","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7561,82.031
"82","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,0.878,229.49
"83","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.1211,567.38
"84","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.182,62.5
"85","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.3181,399.41
"86","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.6849,525.39
"87","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.4809,231.45
"88","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.5744,485.35
"89","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.4021,-0.97656
"90","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,0.4555,120.12
"91","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0911,67.383
"92","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.4486,401.37
"93","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.209,386.72
"94","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.4695,133.79
"95","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.3216,390.63
"96","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.6483,467.77
"97","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,3.0441,522.46
"98","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.2699,557.62
"99","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8727,71.289
"100","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.6829,-181.64
"101","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.5851,37.109
"102","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8355,404.3
"103","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.6996,588.87
"104","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.53,198.24
"105","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8334,-45.898
"106","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,3.0626,468.75
"107","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.8378,127.93
"108","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.3218,-89.844
"109","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0271,12.695
"110","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.3221,152.34
"111","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7366,333.98
"112","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.3102,-122.07
"113","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7525,-23.438
"114","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.5939,527.34
"115","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0492,561.52
"116","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.2842,190.43
"117","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.416,103.52
"118","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7086,513.67
"119","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8773,512.7
"120","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.2723,347.66
"121","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0472,406.25
"122","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0101,117.19
"123","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.1921,178.71
"124","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.9515,-98.633
"125","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.0209,572.27
"126","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.3064,389.65
"127","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.2679,27.344
"128","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7836,230.47
"129","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.7661,26.367
"130","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.1399,43.945
"131","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,2.7951,316.41
"132","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8088,110.35
"133","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.8875,60.547
"134","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.5833,-80.078
"135","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,0.1275,21.484
"136","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.2565,348.63
"137","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.4396,77.148
"138","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.4786,429.69
"139","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.9253,193.36
"140","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.279,312.5
"141","F2",4,-23.493,0.27903,-0.410030201171028,0.111231689343979,0.255900863979949,1.2134,558.59
